date,user,review,attraction,source
2019-01,Oowie wie,Alur cerita tentang anak kecil Walaupun begitu pertunjukkannya worth it untuk di tonton Permainan cahaya lampu 3D dan juga air sangat menakjubkan,Wings of Time,tripadvisor
2018-09,bagusssJ4t,Atraksi ini patut anda saksikan Saya dtang kesini dgn istri anak saya 2 5 thn Berada di sentosa IsLand Dari vivo city anda bisa naik sky train dgn ckup membayar 4 gd kLo tdak saLah org sudah pp bsa turun dimna saja naik Lg turunLah di beach station Oiya jika tdak saLah 2013 LaLu saya ke spore namanya Song of the sea bukan Wings of time Saya masuk ke daLam meLaLui gate 5 saya pikir tidak akan rame ternyata yg nonton ramai sekaLi Bahkan ada deretan bangku yg tertuLis RESERVED Ini pertunjukkan yg keren bgt atraksi dgn perpaduan suara air mancur dan Laser yg bercahaya,Wings of Time,tripadvisor
2018-03,Wilianto1,Patut dikunjungi dan di tonton Dengan keunikan kecanggihan dan atraksi yang menawan membuat wing of time ini patut anda dan keluarga rasakan,Wings of Time,tripadvisor
2017-10,AchmadSamsulHuda,Melihat pertunjukan air di Wings of Time sentosa island singapura memang sangat bagus sekali kita bisa melihat atraksi air dan laser yang sangat fantastis,Wings of Time,tripadvisor
2017-12,Riska M,Karena saya dan teman teman saya belum ada yang pernah nonton ini jadi dari USS untuk kesini banyak kendala Untuk sampai kesini kita harus naik Sentosa Express turun di Beach Station Setelah beli tiket masuk kita mendapatkan gratis popcorn kipas dan beberapa potongan kupon belanja di dekat pintu masuk,Wings of Time,tripadvisor
2017-12,ynovandy,Datang untuk yang kedua kalinya kali ini bawa anak 2yo Dulu nonton Song Of The Sea sekarang mereka berganti nama Tapi isinya mirip miriplah Cuma kenapa sebentar 20menit nonton pertunjukkannya Mungkin kalo lebih lama harganya lebih mahal lagi karena apa yg kita dapet memang keren Saya sarankan bawa tripod dan rekam seluruh pertunjukkan supaya bisa kita tonton ulang dirumah Karena kalau sambil pegang hape camera 20menit bisa pegel juga Buat yang belum pernah wajib untuk nonton Sebelum pertunjukan bisa makan dulu disekitaran situ ada McDonald Coffee Bean restaurant dengan menu buffet dan snack snack dekat pintu masuk Selamat menikmati,Wings of Time,tripadvisor
2016-09,Anna N,Dulu namanya song of the sea sama sama bagusnyaa Sama sama keren Wajib banget nih kalo pas lagi di sentosa island kudu nonton yaa Tiketnya sekitat 150 180ribu rupiah,Wings of Time,tripadvisor
2017-06,vitri82,Wings of time ada 2 jadwal show Kita ambil show yg pertama jd tidak tll malam utk anak2 Pertunjukan nya kombinasi antara lampu dan air Nice show,Wings of Time,tripadvisor
2017-06,Lauw Tjahyadi S,pertunjukkan yang wajib ditonton pertunjukkan berlangsung sekitar 30menit dengan permainan lampu yang spektakuler dan air serta musik dan cerita yang bagus sekali menambah mata semakin terpukau dan diakhir cerita ada kembang apinya ohya pertunjukkannya juga keren karena tepat berada dipinggir pantai,Wings of Time,tripadvisor
2016-07,Agung Tjahjadi,Menyaksikan pertunjukan Wings of Time memang suatu pertunjukan spectakuler yang memadukan permainan cahaya laser dengan air mancur perlu diacungi jempol deh Untuk mendapatkan tiket masuk yang lebih murah bisa di beli lewat online karena kalau beli saat go show lebih mahal,Wings of Time,tripadvisor
