date,user,review,attraction,source
2019-10,Ulvi Rahma,Monorail ini bisa jadi alternatif buat ke kawasan Sentosa. Tiketnya $4 pulang pergi. Jarak tempuhnya cukup cepet dan stasiunnya ga jauh.,The Sentosa Express,tripadvisor
2018-08,qiminkyu,kami menggunakan monorel ini untuk sampai ke univers studio. harga tiket adalah 4 sg dolar dan Anda bisa membeli di kios.,The Sentosa Express,tripadvisor
2018-12,fitrizandra,"Mengunjungi Sentosa dapat menggunakan berbagai cara, jalan kaki, naik bus ataupun Sentosa express. Saat datang ke Sentosa kami menaiki bus dari vivo mall, namun saat kembali kami menggunakan Sentosa express tanpa biaya apapun alias gratis. Pelayanan petugas bagus, ramah dan memuaskan.",The Sentosa Express,tripadvisor
2018-12,Chiquita P,"Menggunakan transportasi ini kita bisa langsung ke tempat wisata yg kita inginkan. Sayangnya kereta nya tidak besar sehingga terasa penuh sekali.
Karena ini daerah wisata alangkah cantiknya bila kereta nya pun di beri ornamen2 Lucu untuk menambah keceriaan suasana libur",The Sentosa Express,tripadvisor
2018-11,Hendarwinny S,"Sentosa express sejenis monorail untuk menuju dan dari Sentosa ke Vivo. Angkutan ini gratis. Kita tidak dipungut bayaran. Gerbongnya tidak panjang. Tetapi karena tersedia banyak, sehingga kita tidak perlu menunggu lama. Singapura memperhatikan transportasi, sehingga turis mancanegara selalu ramai berkunjung. Kebersihan pun dijaga dengan baik",The Sentosa Express,tripadvisor
2018-10,Mannix1975,Sky train ini mengantar anda pulang pergi ke Sentosa Island. Naiknya dari VivoCity Mall. Satu orang bayar SGD4 untuk pulang/pergi. Anak kecil bayarnya sama. Waktu tunggu tidak lama dan ada kursi bagi anak-anak dan wanita. Selamat mencoba,The Sentosa Express,tripadvisor
2018-07,Feri A,"Jika naik Sentosa Express dari Vivo City harga tiketnya S$4 per orang, sedangkan dari Sentosa Island kamu bisa naik secara Gratis, bisa dari stasiun mana saja di Sentosa Island",The Sentosa Express,tripadvisor
2018-01,Astrid A,"Sangat nyaman untuk berkeliling sentosa island. jadwalnya juga cepat, tidka perlu menunggu lama. Kami sempat berpindah2 tempat untuk mengelilingi seluruh area sentosa islan.",The Sentosa Express,tripadvisor
2017-07,isniapriliani,Sentosa express pilihan banget buat yang mau ke sentosa dengan cepat dan tanpa ribet. Namun antrian cukup panjang apalagi jika musim liburan,The Sentosa Express,tripadvisor
2017-12,ruziana,"dengan sentosa express perjalanan menuju sentosa cepat banget
jadi hemat waktu dan tidak perlu buru buru",The Sentosa Express,tripadvisor
2018-02,vilaphy,"Sentosa Express ini lokasinya di vivo mall. Klo mau ke Sentosa Island aku sangat nyaranin pake ini. Harganya murah, tapi harus sabar ngantri ya. Padahal low session apalagi high session harus extra sabar. Daripada naik cable car mahal banget. Biar berasa juga petualangannya klo pake ini. Selain itu kita masih bisa liat pemandangan Sentosa Island dr dalam Sentosa Express ini.",The Sentosa Express,tripadvisor
2018-04,anitagan,"cara menuju sentoasa ada beberapa, paling mudah dan nyaman adlaah naik kereta ini. Bisa diakses dari lantai 4 mall vivo city dan bisa memakai ez-link.",The Sentosa Express,tripadvisor
2018-04,plukmantara,"Petugas tiketing mengeluh saat kami tidak memiliki uang pecahan kecil untuk membeli 2 tiket sentosa express.
Tiket dibeli untuk perjalanan return / pulang pergi.
Hanya tapping saat menuju ke sentosa, sedangkan ketika pulang, tiket tidak di cek sama sekali
Bagaimana jika ada yang masuk sentosa lewat mobil / jalan kaki ya.. pulangnya bisa saja gratis naik sentosa express ya..",The Sentosa Express,tripadvisor
2017-11,firman imam,"jika anda ingin bepergian dengan santai, anda bisa menggunakan kereta ini, karena jadwalnya yang tepat juga kapasitasnya yang lumayan besar membuat nyaman diperjalanan yang hanya memakan waktu sekitar 5 menit menuju sentosa island..",The Sentosa Express,tripadvisor
2018-03,Linna D,"Bagi saya menyenangkan dengan fasilitas ini, ada dapat masuk dari lantai 3 vivo city sentosa ekspress, biaya 4$ bisa tap dari EZ link card untuk perjalanan kembali dari sentosa ke vivo city anda bisa naik monorail lagi tanpa dikenakan biaya",The Sentosa Express,tripadvisor
2018-03,Mario Manato,"Monorail terusan dari vivo city ke sentosa island, harga jg gak begitu mahal.. Bisa ketiga tempat hiburan di sentosa free bolak balik.",The Sentosa Express,tripadvisor
2017-10,satriahary04,"Sangat membantu dalam hal transportasi di pulau sentosa, dengan biaya terjangkau, puas bisa naik turun antar daerah di pulau sentosa",The Sentosa Express,tripadvisor
2018-02,Yulianto81,"Ini cara tercepat untuk sampai di sentosa, bebas macet, gratis dan dingin. Selain itu jg tertib dan on time",The Sentosa Express,tripadvisor
2017-11,Eva Z,"ini kemarin saya masuknya dari vivo city
agak membingungkan yah
nanya sana sini
ternyata harus beli tiket dulu utk msk sentosa island nya uda include tiket kereta expressnya, tapi boleh lah keretanya cepet kok nyampe nya",The Sentosa Express,tripadvisor
2017-12,Riska M,"Kita naik dari stasiun yang tempat USS (lupa namanya) ke Beach Station, buat nonton Wings Of Time, jadi gratis. Kl naik dari Vivo City bayar brp dollar gitu",The Sentosa Express,tripadvisor
2017-12,aderuhya,Sentosa Express dapat di jangkau lewat Vivo City Mall. Usahakan datang lebih awal agar tidak terlalu lama mengantri.,The Sentosa Express,tripadvisor
2017-03,chintyahrd,"Meski pengguna banyak sekali namun antree dan menunggu giliran untuk naik tidak terlalu lama, kondisi kereta hampir sama seperti MRT di singapore pada umumnya",The Sentosa Express,tripadvisor
2017-10,FMTriasyah,"naaaah ini dia train favorit yang jadi penghubung antar station dan tempat wisata RSW. Meski dari beach station hingga waterfront bisa dijangkau dgn berjalan kaki. Tapi kalau utk kembali ke vivocity mall, train inilah yg dipakai. Oke bgt",The Sentosa Express,tripadvisor
2017-01,heri s,"Untuk menuju ke sentosa dari vivo city, kita bisa naik sentosa express. Lumayan cepat. Namun sayangnya ini berbayar, kalo anda ingin gratis, anda bisa jalan kaki. Lumayan capek, tapi view selama kita jalan kaki cukup bagus.",The Sentosa Express,tripadvisor
2017-10,yossy subagia,Salah satu transportasi menuju sentosa island dari vivo city selain naik cable car. Untuk harga tiketnya juga ga terlalu mahal. Sekitar 4 dollar sing udah bisa jalan pulang pergi dari vivo city ke sentosa island,The Sentosa Express,tripadvisor
2017-09,Filipus Adi kurniawan,"Sangat membantu jika kita ingin ke dan dari sentosa. Hanya saja dengan banyaknya pengunjung di sentosa,sentosa express sangat pendek,hingga perlu berebut tempat saat akan naik. Akan lebih baik jika ditambah 1 atau 2 geebong lagi dalam 1 rangkaian kereta.",The Sentosa Express,tripadvisor
2017-09,youngainee,Karena kami menginap di salah satu hotel Resort world sentosa maka kami mendapat fun pass berbagai transportasi di dalam area sentosa island -free. Kami mengeksplore sentosa island dengan menggunakan sentosa express dan menuju ke vivocity mall untuk lanjutan adventure ke berbagai destinasi wisata and shopping di singapore,The Sentosa Express,tripadvisor
2017-09,smartravelo,"Kalau gak mau jalan kaki dari Vivo City, kalian bisa pake The Sentosa Express ini ya ;). (untuk diketahui; berbayar)",The Sentosa Express,tripadvisor
2017-04,Ainunna H,"Untuk mendapatkan tiket gratis Sentosa Ekspress yaitu dengan naik dari stasiun sentosa menuju Vivo City, sedangkan jika naik dari Vivo City menuju Sentosa harus membayar $4",The Sentosa Express,tripadvisor
2017-06,melaniaindriana,"niat pulang dari sentosa island ke mall di sentosa dengan sentosa express, pulangnya gratis (kalau perginya tidak) nyaman, sama seperti MRT, tapi ini cepet banget..",The Sentosa Express,tripadvisor
2017-06,williardi,"dari pada naik cable car, yang ini gratis, lumayan juga lah, sayang tahu nya pas pulang nya aja, jadi bayar taxi nya lebih mahal. tahu gitu naik mrt, di sambung ini.",The Sentosa Express,tripadvisor
2017-04,dinamust,"Jika anda akan ke sentosa island, sentosa express ini bisa jadi pilihan. Selain murah, cepat juga kok. Walaupun terkadang harus desek2an sama penumpang yang lain. Tapi, itu terjadi jika akan pulang saja. Kalo berangkatnya gak sampai desek2an sih.
selain bis, cable car, sentosa express boleh dipertimbangkan juga loh..",The Sentosa Express,tripadvisor
2017-04,muhammadZaki,Moda transportasi yang modern..dapat mengangkut banyak orang..nyaman..bisa bayar dengan stp atau ezlink card,The Sentosa Express,tripadvisor
