scraper,web-scraper-order,web-scraper-start-url,user,date,rating,review
269,1650876066-269,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,cindy m.,3-Nov-21,8.5,ik.imagekit.io
270,1650876066-270,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Mendi S.,16-Oct-21,9.4,ik.imagekit.io
271,1650876066-271,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,VT Arase,5-Oct-21,9.7,ik.imagekit.io
272,1650876066-272,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Shorona T. G. P.,14-Sep-21,8.5,ik.imagekit.io
273,1650876066-273,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Fonny J.,6-Mar-21,8.5,ik.imagekit.io
274,1650876066-274,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,valentino i. l.,31-Dec-19,8.5,"Hotel bagus, dekat dengan universal studio dan mal, dekat candylicious."
275,1650876066-275,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,rianty w.,16-Dec-19,6,"Tempatnya kotor, sudah tua tidak apa, tapi kotor, lantainya gorden kasur, kamar mandi becek. Kena celana terus sama kaos kaki. Padahal terbatas. Servis tidak memuaskan. Ga bisa titip ice pack untuk MPASI. Sarapan so so. Check-in antri lama. Bye Michael. Next time Sentosa coba lain saja."
276,1650876066-276,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,gho e.,25-Mar-19,9.7,"Hotelnya bersih, pelayanan cepat, dan lokasi sangat pas untuk yang mau membawa keluarga bermain ke USS."
277,1650876066-277,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Fatimah F.,8-Sep-18,8.5,Good location good service nice breakfast and nice hotel mau kemana-mana dekat tinggal jalan saja next time kalau ke Singapore pasti stay di hotel ini lagi.
278,1650876066-278,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Monica W.,25-May-18,8.5,ik.imagekit.io
279,1650876066-279,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Beny S.,9-May-18,8.8,"Nice hotel, bersih, sangat dekat dengan pusat attraksi (uss, the cove, seaquarium) dan juga dekat dengan monorail ke vivo city. Kekurangannya sinyal WiFi di dalam kamar sangat lemah"
280,1650876066-280,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Faisal S.,25-Apr-18,8.5,ik.imagekit.io
281,1650876066-281,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Cynthia K.,29-Mar-18,5.8,"Kamar bau kurang sedap, kebersihan kamar kurang, bantal masih mau."
282,1650876066-282,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Rudy R.,16-Mar-18,9.7,"Bagus, memuaskan, tidak ada kendala saat cek in."
283,1650876066-283,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Liza D. H.,6-Feb-18,10,Kami sangat suka karena bersih dan pelayananan menyenangkan
284,1650876066-284,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,ni Nyoman d.,25-Jan-18,9.4,"Hotel yang bagus untuk keluarga, dekat dengan Universal Studio."
285,1650876066-285,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,sri a. k.,23-Jan-18,8.5,Sangat senang. Liburan keluarga.
286,1650876066-286,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Toni T.,22-Jan-18,9.7,Secara keseluruhan oke hanya untuk colokan listrik sangat terbatas.
287,1650876066-287,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,ninik c.,22-Dec-17,9.7,"Best, lokasi sangat bagus, tinggal jalan kaki ke area permainan di RWS. Banyak makanan dan 7 eleven disekitarnya. Kami menginap 2 malam, Hotel Michael memberi kejutan dengan meng Upgrade kamar kami ke suite room. Thanks to hotel Michael, membuat liburan kami jadi lebih berkesan."
288,1650876066-288,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,frans h.,21-Dec-17,9.4,"Hotel dekat sekali dengan tempat hiburan, kamarnya luas dan bersih."
289,1650876066-289,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Supriyadi,29-Aug-17,9.7,"Lokasi sangat strategis,karyawan sangat ramah dan membantu,banyak yang lancar bahasa"
290,1650876066-290,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Lim l.,30-May-17,8.8,"Bagus, dekat universal studio dan banyak permainan."
291,1650876066-291,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Fenty,5-Mar-17,6.3,Pelayanan lama dan kamar bau rokok.
292,1650876066-292,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,meri s.,29-Jan-17,10,Saya sangat senang Dan suka serta bersih
293,1650876066-293,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,meri s.,5-Jan-17,10,Enak saya suka cuma budgetnya
294,1650876066-294,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Silvia,9-Jul-16,9.7,Untuk liburan keluarga sangat menyenangkan tapi kolam renangnya kecil.
295,1650876066-295,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Ertha A.,26-Jan-16,7.2,"Good response, lokasi dekat wahana, transportasi dekat"
296,1650876066-296,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,winarto h.,23-Jan-16,8.8,"Bagus, bersih, dekat dengan sentosa, vivo dan casino"
297,1650876066-297,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,lindawati s.,30-Oct-15,9.4,Sangat memuaskan. Dberikan free upgrade room padahal saya pesan yang tipe standard.
298,1650876066-298,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Rudy S.,30-Jul-15,8.8,"Hotel yang layak untuk keluarga, dari lokasi, kenyamanan, keamanan dan kebersihan."
299,1650876066-299,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Tomy T.,16-Jul-15,10,Baik view baik night entertaiment
300,1650876066-300,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Anonim,20-May-15,10,"Hotelnya nyaman banget, kamar mandinya bersih dan lokasinya dekat sekali dengan casino"
301,1650876066-301,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Anonim,6-May-15,7,"Untuk kamar, kebersihan nya cukup baik view nya juga bagus. letak nya di tengah2 sentosa yang memudahkan untuk menjelajahi pulau sentosa keseluruhan. sayang nya untuk ukuran tempat menginap, kami sekeluarga merasa kamar yang tersedia kurang tenang, music yang diputar di sekitaran lake of dream sangat mengganggu karena terdengar sangat kencang di kamar selain itu suara tamu yang menginap di sebelah kamar kami juga cuku mengganggu dan terdengar cukup jelas di kamar kami..semoga ada perbaikan dari management michael hotel di RWS ke depan nya."
302,1650876066-302,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Anonim,21-Mar-15,5,Suasana oke..dekat dengan beberapa theme park di area Sentosa..kekurangan yang saya rasakan hanya tidak adanya Free Wifi di area hotel..
303,1650876066-303,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,EILIEN E.,25-Mar-22,9.4,"Saya memiliki pengalaman menginap yang paling menyenangkan di sini. Itu untuk ulang tahun saya dan saya tidak berharap banyak tetapi sedikit yang saya tahu bahwa hotel menyiapkan dekorasi ulang tahun yang lucu ini. Saya benar-benar terkesan. Saya diberi keterlambatan check out yang juga sangat saya syukuri. Pasti, akan kembali lagi. Terima kasih telah membuat masa menginap saya tak terlupakan."
304,1650876066-304,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,RAVISHANKER S. P.,20-Mar-22,9.4,"Proses check in cukup lancar dan bagian terbaiknya adalah kami berhasil mendapatkan check-in lebih awal. Ruangan itu sangat bagus dan nyaman, memiliki tempat tidur yang nyaman dan banyak tempat penyimpanan. Itu juga memiliki toilet yang cukup luas. Staf hotel yang sangat ramah dan menyenangkan. Proses check-out bahkan jauh lebih nyaman dengan kami hanya perlu menyetorkan kartu kunci hotel ke dalam kotak check-out."
305,1650876066-305,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Yap M. S.,17-Mar-22,5.7,Wifinya jelek...koneksi buruk.
306,1650876066-306,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Esther S.,15-Mar-22,9.7,"Itu tinggal yang menyenangkan. Layanan yang ramah. Staf sangat membantu dan sopan. Secara keseluruhan, pengalaman itu luar biasa."
307,1650876066-307,https://www.traveloka.com/id-id/hotel/singapore/resorts-world-sentosa---hotel-michael-1000000504700?spec=26-04-2022.27-04-2022.1.1.HOTEL.1000000504700.Resorts%20World%20Sentosa%20-%20Hotel%20Michael.2,Tan H. C.,14-Mar-22,4.8,Kunci pintu utama rusak (tidak ada baterai dan perlu diatur ulang) dan saya harus pergi ke lobi untuk mendapatkan bantuan. Tidak ada telepon di koridor dan saya harus melakukan beberapa perjalanan dari kamar ke lobi untuk menyelesaikan masalah. Memesan 2 malam dan memutuskan untuk pergi setelah menggunakan 1 malam. Tidak ada pengembalian uang yang diberikan. Merusak staycation kami. Tempat parkir mobil ke hotel cukup jauh. Tempat tidur dan selimut perlu perbaikan.
